 INFO  Accepting connections at http://localhost:3000
 HTTP  2025/5/31 11:43:49 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 11:43:49 ::1 Returned 404 in 4 ms
 HTTP  2025/5/31 11:44:40 ::1 GET /
 HTTP  2025/5/31 11:44:40 ::1 Returned 304 in 13 ms
 HTTP  2025/5/31 11:44:40 ::1 GET /styles.css
 HTTP  2025/5/31 11:44:40 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:44:40 ::1 GET /@%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 11:44:40 ::1 GET /kexin.jpg
 HTTP  2025/5/31 11:44:40 ::1 Returned 304 in 3 ms
 HTTP  2025/5/31 11:44:40 ::1 Returned 404 in 6 ms
 HTTP  2025/5/31 11:44:40 ::1 GET /@%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.JPG
 HTTP  2025/5/31 11:44:40 ::1 GET /script.js
 HTTP  2025/5/31 11:44:40 ::1 Returned 304 in 5 ms
 HTTP  2025/5/31 11:44:40 ::1 Returned 404 in 6 ms
 HTTP  2025/5/31 11:44:52 ::1 GET /@%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 11:44:52 ::1 Returned 404 in 3 ms
 HTTP  2025/5/31 11:47:11 ::1 GET /
 HTTP  2025/5/31 11:47:11 ::1 Returned 200 in 20 ms
 HTTP  2025/5/31 11:47:12 ::1 GET /styles.css
 HTTP  2025/5/31 11:47:12 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:47:12 ::1 GET /kexin_detail.jpg
 HTTP  2025/5/31 11:47:12 ::1 GET /kexin.jpg
 HTTP  2025/5/31 11:47:12 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:47:12 ::1 Returned 404 in 4 ms
 HTTP  2025/5/31 11:47:12 ::1 GET /@%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.JPG
 HTTP  2025/5/31 11:47:12 ::1 GET /script.js
 HTTP  2025/5/31 11:47:12 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:47:12 ::1 Returned 404 in 14 ms
 HTTP  2025/5/31 11:48:19 ::1 GET /kexin_detail.jpg
 HTTP  2025/5/31 11:48:19 ::1 Returned 404 in 21 ms
 HTTP  2025/5/31 11:48:22 ::1 GET /.well-known/appspecific/com.chrome.devtools.json
 HTTP  2025/5/31 11:48:22 ::1 Returned 404 in 1 ms
 HTTP  2025/5/31 11:50:48 ::1 GET /
 HTTP  2025/5/31 11:50:48 ::1 Returned 200 in 21 ms
 HTTP  2025/5/31 11:50:48 ::1 GET /styles.css
 HTTP  2025/5/31 11:50:48 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:50:48 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 11:50:48 ::1 GET /kexin.jpg
 HTTP  2025/5/31 11:50:48 ::1 Returned 304 in 10 ms
 HTTP  2025/5/31 11:50:48 ::1 GET /script.js
 HTTP  2025/5/31 11:50:48 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:50:48 ::1 Returned 200 in 12 ms
 HTTP  2025/5/31 11:52:34 ::1 GET /
 HTTP  2025/5/31 11:52:34 ::1 Returned 304 in 16 ms
 HTTP  2025/5/31 11:52:34 ::1 GET /styles.css
 HTTP  2025/5/31 11:52:34 ::1 GET /kexin.jpg
 HTTP  2025/5/31 11:52:34 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:34 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 11:52:34 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 11:52:34 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:34 ::1 GET /script.js
 HTTP  2025/5/31 11:52:34 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 11:52:35 ::1 GET /
 HTTP  2025/5/31 11:52:35 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:36 ::1 GET /styles.css
 HTTP  2025/5/31 11:52:36 ::1 GET /kexin.jpg
 HTTP  2025/5/31 11:52:36 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:36 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 11:52:36 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:36 ::1 Returned 304 in 11 ms
 HTTP  2025/5/31 11:52:36 ::1 GET /script.js
 HTTP  2025/5/31 11:52:36 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 11:52:36 ::1 GET /
 HTTP  2025/5/31 11:52:36 ::1 Returned 304 in 2 ms
 HTTP  2025/5/31 11:52:37 ::1 GET /styles.css
 HTTP  2025/5/31 11:52:37 ::1 GET /kexin.jpg
 HTTP  2025/5/31 11:52:37 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 11:52:37 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:37 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 11:52:37 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:37 ::1 GET /script.js
 HTTP  2025/5/31 11:52:37 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:37 ::1 GET /
 HTTP  2025/5/31 11:52:37 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:37 ::1 GET /styles.css
 HTTP  2025/5/31 11:52:37 ::1 GET /kexin.jpg
 HTTP  2025/5/31 11:52:37 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 11:52:37 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:37 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:37 ::1 Returned 200 in 3 ms
 HTTP  2025/5/31 11:52:37 ::1 GET /script.js
 HTTP  2025/5/31 11:52:37 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 11:52:37 ::1 GET /
 HTTP  2025/5/31 11:52:37 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 11:52:37 ::1 GET /styles.css
 HTTP  2025/5/31 11:52:37 ::1 GET /kexin.jpg
 HTTP  2025/5/31 11:52:37 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 11:52:37 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:37 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:37 ::1 Returned 304 in 5 ms
 HTTP  2025/5/31 11:52:37 ::1 GET /script.js
 HTTP  2025/5/31 11:52:37 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:38 ::1 GET /
 HTTP  2025/5/31 11:52:38 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:38 ::1 GET /styles.css
 HTTP  2025/5/31 11:52:38 ::1 GET /kexin.jpg
 HTTP  2025/5/31 11:52:38 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 11:52:38 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:38 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:38 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:38 ::1 GET /script.js
 HTTP  2025/5/31 11:52:38 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:38 ::1 GET /
 HTTP  2025/5/31 11:52:38 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 11:52:38 ::1 GET /styles.css
 HTTP  2025/5/31 11:52:38 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:38 ::1 GET /kexin.jpg
 HTTP  2025/5/31 11:52:38 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 11:52:38 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:38 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 11:52:38 ::1 GET /script.js
 HTTP  2025/5/31 11:52:38 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:39 ::1 GET /
 HTTP  2025/5/31 11:52:39 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:39 ::1 GET /styles.css
 HTTP  2025/5/31 11:52:39 ::1 GET /kexin.jpg
 HTTP  2025/5/31 11:52:39 ::1 GET /%E8%B6%8A%E6%9D%A5%E8%B6%8A%E5%BC%BA.jpg
 HTTP  2025/5/31 11:52:39 ::1 Returned 304 in 1 ms
 HTTP  2025/5/31 11:52:39 ::1 Returned 304 in 0 ms
 HTTP  2025/5/31 11:52:39 ::1 Returned 304 in 1 ms
